Country,Year,Month,Region,Fires_Count,Burned_Area_Ha,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh
Italy,1934,September,Sardinia,448,85124,Unknown,17,56,29
Russia,1934,October,Siberia,458,22042,Human,37,20,25
Russia,1934,September,Far East,429,35661,Climate Change,26,73,32
Canada,1934,August,British Columbia,352,66433,Lightning,41,30,61
Canada,1934,June,Alberta,229,94338,Climate Change,16,43,62
France,1934,July,Corsica,111,95522,Lightning,31,43,55
France,1934,September,Provence,487,42945,Unknown,49,15,62
China,1934,August,Yunnan,125,75687,Human,46,88,5
China,1934,October,Sichuan,170,95010,Human,17,90,63
India,1934,May,Madhya Pradesh,386,83761,Human,49,17,36
India,1934,July,Assam,390,4123,Climate Change,30,22,8
Turkey,1935,September,Mugla,168,64780,Lightning,21,19,61
Turkey,1935,July,Antalya,239,76552,Lightning,27,84,57
Turkey,1935,August,Izmir,189,66367,Unknown,24,22,69
Spain,1935,May,Catalonia,139,15061,Deforestation,21,45,41
Spain,1935,July,Andalusia,405,78898,Climate Change,36,8,7
USA,1935,October,California,30,69102,Lightning,31,92,32
USA,1935,September,Texas,423,9522,Deforestation,32,66,28
USA,1935,July,Oregon,376,87312,Deforestation,42,13,16
Brazil,1935,September,Amazonas,312,15622,Lightning,47,55,56
Brazil,1935,September,Mato Grosso,131,73743,Human,43,92,26
Greece,1935,August,Athens,307,48691,Deforestation,25,71,16
Greece,1935,May,Crete,139,86676,Human,43,30,46
Australia,1935,July,New South Wales,353,46935,Human,21,16,33
Australia,1935,October,Victoria,408,98484,Unknown,17,5,28
Portugal,1935,September,Lisbon,115,36619,Human,34,18,7
Portugal,1935,May,Porto,443,31350,Climate Change,43,65,25
Italy,1935,June,Sicily,186,60620,Human,31,60,46
Italy,1935,October,Sardinia,176,82513,Lightning,33,33,3
Russia,1935,August,Siberia,151,4861,Deforestation,30,70,44
Russia,1935,June,Far East,194,23338,Unknown,43,28,40
Canada,1935,August,British Columbia,132,38592,Unknown,19,59,31
Canada,1935,September,Alberta,414,83709,Climate Change,41,57,31
France,1935,July,Corsica,255,17629,Deforestation,21,53,42
France,1935,June,Provence,81,56882,Climate Change,43,31,9
China,1935,August,Yunnan,324,83437,Climate Change,43,39,62
China,1935,October,Sichuan,268,83138,Human,44,90,22
India,1935,August,Madhya Pradesh,271,93797,Lightning,16,7,52
India,1935,August,Assam,347,89436,Lightning,34,29,31
Turkey,1936,June,Mugla,366,30446,Climate Change,31,30,24
Turkey,1936,August,Antalya,308,12663,Climate Change,16,92,32
Turkey,1936,July,Izmir,134,94812,Unknown,27,39,67
Spain,1936,October,Catalonia,35,53839,Climate Change,24,27,4
Spain,1936,August,Andalusia,462,55424,Human,48,88,62
USA,1936,September,California,460,23465,Deforestation,32,93,64
USA,1936,September,Texas,498,56294,Lightning,38,14,28
USA,1936,August,Oregon,267,82781,Lightning,40,19,34
Brazil,1936,October,Amazonas,233,14226,Deforestation,15,76,26
Brazil,1936,May,Mato Grosso,36,75682,Unknown,27,5,52
Greece,1936,October,Athens,140,75047,Climate Change,39,90,40
Greece,1936,August,Crete,184,96871,Deforestation,35,60,67
Australia,1936,July,New South Wales,267,7607,Lightning,37,79,35
Australia,1936,May,Victoria,286,91813,Climate Change,37,45,59
Portugal,1936,June,Lisbon,384,86962,Lightning,29,46,58
Portugal,1936,July,Porto,21,4127,Human,23,84,37
Italy,1936,July,Sicily,101,12250,Lightning,30,72,23
Italy,1936,September,Sardinia,212,73569,Climate Change,20,30,4
Russia,1936,August,Siberia,78,50912,Unknown,15,56,15
Russia,1936,May,Far East,76,88910,Unknown,42,75,11
Canada,1936,July,British Columbia,317,70749,Unknown,16,94,51
Canada,1936,October,Alberta,20,62489,Deforestation,31,26,69
France,1936,July,Corsica,70,71340,Unknown,33,20,55
France,1936,May,Provence,116,40309,Climate Change,35,15,40
China,1936,May,Yunnan,328,8060,Climate Change,40,65,52
China,1936,June,Sichuan,397,88367,Lightning,19,66,53
India,1936,October,Madhya Pradesh,137,30631,Climate Change,23,26,28
India,1936,June,Assam,212,5197,Climate Change,24,10,63
Turkey,1937,May,Mugla,393,71133,Deforestation,39,63,52
Turkey,1937,June,Antalya,136,99038,Deforestation,49,78,35
Turkey,1937,August,Izmir,74,51470,Deforestation,33,93,42
Spain,1937,May,Catalonia,179,17729,Deforestation,49,63,66
Spain,1937,August,Andalusia,32,40821,Lightning,33,59,58
USA,1937,October,California,133,66667,Human,35,92,26
USA,1937,May,Texas,239,87222,Climate Change,24,60,13
USA,1937,May,Oregon,124,8820,Climate Change,24,35,61
Brazil,1937,October,Amazonas,277,26005,Climate Change,32,66,30
Brazil,1937,July,Mato Grosso,484,21481,Deforestation,49,37,19
Greece,1937,September,Athens,17,49992,Lightning,31,68,2
Greece,1937,May,Crete,38,1994,Lightning,34,11,57
Australia,1937,September,New South Wales,417,42335,Unknown,31,52,27
Australia,1937,July,Victoria,382,70482,Unknown,35,46,62
Portugal,1937,June,Lisbon,442,33138,Human,40,29,60
Portugal,1937,July,Porto,339,28857,Deforestation,20,56,22
Italy,1937,May,Sicily,257,10944,Climate Change,19,66,5
Italy,1937,October,Sardinia,278,17734,Human,38,70,14
Russia,1937,October,Siberia,58,10738,Climate Change,17,41,38
Russia,1937,September,Far East,391,25478,Unknown,37,32,19
Canada,1937,June,British Columbia,248,54791,Human,40,52,41
Canada,1937,May,Alberta,428,91882,Human,22,60,32
France,1937,July,Corsica,62,70383,Unknown,33,67,40
France,1937,August,Provence,408,60819,Human,21,58,30
China,1937,June,Yunnan,97,58131,Lightning,33,60,18
China,1937,May,Sichuan,241,80324,Lightning,38,13,8
India,1937,July,Madhya Pradesh,235,2793,Lightning,25,80,62
India,1937,June,Assam,302,73328,Unknown,35,78,21
Turkey,1938,June,Mugla,168,24251,Climate Change,26,44,55
Turkey,1938,June,Antalya,182,36748,Climate Change,23,66,48
Turkey,1938,September,Izmir,464,17145,Deforestation,33,84,32
Spain,1938,July,Catalonia,199,25018,Lightning,32,30,14
Spain,1938,June,Andalusia,150,61862,Lightning,37,7,56
USA,1938,May,California,479,34383,Deforestation,39,28,10
USA,1938,October,Texas,425,87512,Deforestation,30,28,22
USA,1938,August,Oregon,44,58826,Climate Change,28,46,51
Brazil,1938,September,Amazonas,264,74411,Deforestation,31,89,58
Brazil,1938,June,Mato Grosso,111,82835,Unknown,41,84,34
Greece,1938,October,Athens,112,27307,Lightning,28,20,44
Greece,1938,August,Crete,333,81581,Human,26,74,20
Australia,1938,July,New South Wales,45,24856,Climate Change,20,63,65
Australia,1938,May,Victoria,404,691,Climate Change,35,8,39
Portugal,1938,May,Lisbon,352,41642,Deforestation,15,56,31
Portugal,1938,May,Porto,211,88629,Deforestation,44,46,12
Italy,1938,July,Sicily,412,2374,Deforestation,32,81,46
Italy,1938,July,Sardinia,347,76564,Unknown,36,48,65
Russia,1938,September,Siberia,285,17871,Deforestation,21,10,25
Russia,1938,July,Far East,87,8662,Human,43,28,49
Canada,1938,September,British Columbia,441,64025,Lightning,40,18,30
Canada,1938,August,Alberta,138,46728,Climate Change,32,91,39
France,1938,July,Corsica,389,87335,Deforestation,49,91,61
France,1938,June,Provence,312,81247,Deforestation,30,45,4
China,1938,September,Yunnan,472,46833,Unknown,46,30,59
China,1938,August,Sichuan,172,18398,Climate Change,27,36,2
India,1938,September,Madhya Pradesh,259,67609,Deforestation,22,29,41
India,1938,August,Assam,210,11344,Deforestation,41,88,63
Turkey,1939,July,Mugla,249,27280,Human,42,29,62
Turkey,1939,August,Antalya,498,27460,Human,30,86,8
Turkey,1939,May,Izmir,387,7510,Climate Change,23,60,57
Spain,1939,May,Catalonia,318,94726,Human,30,12,46
Spain,1939,May,Andalusia,186,59994,Deforestation,44,57,28
USA,1939,July,California,394,25668,Unknown,32,20,13
USA,1939,August,Texas,305,40739,Deforestation,43,94,23
USA,1939,May,Oregon,491,59794,Climate Change,36,49,10
Brazil,1939,August,Amazonas,17,69903,Climate Change,21,76,37
Brazil,1939,August,Mato Grosso,65,17240,Climate Change,41,5,35
Greece,1939,August,Athens,348,60792,Human,21,69,4
Greece,1939,August,Crete,311,83138,Lightning,43,63,7
Australia,1939,September,New South Wales,277,93656,Unknown,36,28,52
Australia,1939,June,Victoria,143,68635,Lightning,19,52,58
Portugal,1939,September,Lisbon,342,79046,Unknown,29,73,52
Portugal,1939,August,Porto,66,86234,Climate Change,20,75,27
Italy,1939,June,Sicily,12,91180,Deforestation,18,25,32
Italy,1939,September,Sardinia,492,46204,Climate Change,49,53,44
Russia,1939,May,Siberia,297,62748,Lightning,42,65,15
Russia,1939,August,Far East,57,35461,Unknown,47,28,21
Canada,1939,September,British Columbia,490,3969,Deforestation,21,40,39
Canada,1939,August,Alberta,147,23546,Unknown,43,48,16
France,1939,September,Corsica,497,74190,Human,35,19,15
France,1939,June,Provence,496,69234,Lightning,18,31,54
China,1939,August,Yunnan,323,75820,Climate Change,21,46,5
China,1939,September,Sichuan,137,44078,Human,42,84,42
India,1939,October,Madhya Pradesh,482,7143,Lightning,17,25,44
India,1939,September,Assam,342,69100,Unknown,42,30,4
Turkey,1940,May,Mugla,104,355,Human,31,67,56
Turkey,1940,June,Antalya,109,67496,Deforestation,33,32,4
Turkey,1940,October,Izmir,264,32699,Climate Change,25,41,66
Spain,1940,May,Catalonia,405,54745,Human,17,30,54
Spain,1940,June,Andalusia,283,93549,Unknown,39,68,23
USA,1940,July,California,109,4891,Human,24,24,48
USA,1940,September,Texas,441,51045,Lightning,33,66,13
USA,1940,June,Oregon,31,27776,Climate Change,15,64,58
Brazil,1940,July,Amazonas,375,65269,Unknown,48,93,61
Brazil,1940,June,Mato Grosso,235,54315,Deforestation,36,37,39
Greece,1940,September,Athens,498,86918,Deforestation,17,87,11
Greece,1940,July,Crete,147,92654,Lightning,38,81,5
Australia,1940,September,New South Wales,461,90309,Climate Change,21,5,61
Australia,1940,June,Victoria,144,96399,Deforestation,28,38,26
Portugal,1940,September,Lisbon,136,92119,Lightning,30,14,67
Portugal,1940,July,Porto,471,63465,Deforestation,22,82,11
Italy,1940,July,Sicily,170,38528,Lightning,33,32,27
Italy,1940,June,Sardinia,179,17818,Lightning,17,11,56
Russia,1940,June,Siberia,23,11519,Human,42,23,21
Russia,1940,September,Far East,337,5774,Deforestation,29,21,55
Canada,1940,June,British Columbia,32,44391,Climate Change,48,48,43
Canada,1940,May,Alberta,400,66654,Unknown,24,90,68
France,1940,August,Corsica,204,50231,Unknown,49,85,11
France,1940,October,Provence,106,46108,Human,36,41,65
China,1940,October,Yunnan,226,33742,Climate Change,48,64,49
China,1940,September,Sichuan,231,86989,Deforestation,22,37,45
India,1940,September,Madhya Pradesh,480,79112,Human,31,92,22
India,1940,June,Assam,291,70607,Human,44,80,45
Turkey,1941,August,Mugla,311,10460,Human,38,28,61
Turkey,1941,July,Antalya,17,33470,Lightning,22,68,21
Turkey,1941,May,Izmir,75,78513,Unknown,16,47,9
Spain,1941,September,Catalonia,217,72402,Unknown,49,27,47
Spain,1941,October,Andalusia,19,34533,Climate Change,26,68,53
USA,1941,August,California,455,45480,Deforestation,33,6,45
USA,1941,September,Texas,452,55348,Unknown,41,58,68
USA,1941,August,Oregon,106,90843,Human,36,52,40
Brazil,1941,October,Amazonas,25,51457,Unknown,45,30,23
Brazil,1941,September,Mato Grosso,261,94984,Climate Change,35,50,10
Greece,1941,May,Athens,51,89400,Deforestation,36,16,65
Greece,1941,October,Crete,313,97523,Lightning,19,77,47
Australia,1941,October,New South Wales,432,73250,Lightning,44,56,27
Australia,1941,September,Victoria,369,29814,Climate Change,49,57,59
Portugal,1941,September,Lisbon,20,79220,Lightning,46,56,21
Portugal,1941,June,Porto,472,83556,Lightning,43,87,45
Italy,1941,October,Sicily,368,49813,Unknown,28,9,42
Italy,1941,June,Sardinia,384,77107,Climate Change,21,84,28
Russia,1941,October,Siberia,82,81167,Human,47,48,21
Russia,1941,September,Far East,371,13831,Deforestation,43,28,55
Canada,1941,October,British Columbia,334,33715,Deforestation,46,49,62
Canada,1941,October,Alberta,220,75160,Deforestation,26,60,28
France,1941,October,Corsica,322,97653,Climate Change,27,34,50
France,1941,May,Provence,120,97797,Unknown,44,29,67
China,1941,August,Yunnan,406,75368,Deforestation,32,36,22
China,1941,June,Sichuan,41,24340,Climate Change,31,13,45
India,1941,October,Madhya Pradesh,50,93675,Climate Change,33,67,47
India,1941,May,Assam,98,21546,Deforestation,40,50,47
Turkey,1942,July,Mugla,18,47800,Deforestation,42,33,19
Turkey,1942,July,Antalya,337,65455,Lightning,19,79,60
Turkey,1942,July,Izmir,319,43346,Lightning,45,17,34
Spain,1942,May,Catalonia,450,16306,Unknown,20,93,16
Spain,1942,August,Andalusia,316,92579,Unknown,44,38,57
USA,1942,August,California,235,99287,Human,22,82,34
USA,1942,September,Texas,315,64175,Human,16,17,5
USA,1942,August,Oregon,438,95891,Deforestation,28,34,30
Brazil,1942,August,Amazonas,45,46153,Lightning,16,59,57
Brazil,1942,October,Mato Grosso,138,11085,Human,39,65,13
Greece,1942,May,Athens,17,93430,Unknown,39,63,38
Greece,1942,May,Crete,276,71260,Deforestation,37,18,7
Australia,1942,May,New South Wales,283,44959,Deforestation,26,17,7
Australia,1942,October,Victoria,388,50455,Climate Change,22,38,61
Portugal,1942,May,Lisbon,487,3193,Climate Change,36,9,14
Portugal,1942,August,Porto,88,13380,Climate Change,37,28,8
Italy,1942,October,Sicily,297,91815,Lightning,36,9,65
Italy,1942,June,Sardinia,494,55897,Unknown,29,77,54
Russia,1942,May,Siberia,93,67796,Climate Change,23,42,23
Russia,1942,July,Far East,347,90132,Unknown,43,19,66
Canada,1942,October,British Columbia,418,29303,Human,36,81,8
Canada,1942,August,Alberta,177,86990,Human,39,84,12
France,1942,August,Corsica,384,53314,Deforestation,46,54,18
France,1942,July,Provence,389,69632,Deforestation,18,91,29
China,1942,August,Yunnan,441,6864,Human,27,56,59
China,1942,September,Sichuan,83,21039,Climate Change,29,38,18
India,1942,May,Madhya Pradesh,24,31788,Deforestation,19,91,34
India,1942,October,Assam,380,62257,Human,33,5,14
Turkey,1943,October,Mugla,415,17961,Deforestation,20,27,11
Turkey,1943,July,Antalya,407,17983,Unknown,34,87,43
Turkey,1943,July,Izmir,61,31557,Unknown,21,75,51
Spain,1943,August,Catalonia,30,6653,Deforestation,23,65,21
Spain,1943,June,Andalusia,241,75669,Human,36,17,13
USA,1943,June,California,325,96067,Climate Change,36,22,67
USA,1943,August,Texas,269,92198,Lightning,35,30,35
USA,1943,June,Oregon,308,36634,Deforestation,28,44,16
Brazil,1943,May,Amazonas,249,57283,Deforestation,29,57,65
Brazil,1943,August,Mato Grosso,84,71795,Lightning,27,51,10
Greece,1943,June,Athens,213,5694,Climate Change,36,68,25
Greece,1943,June,Crete,436,17775,Human,27,91,46
Australia,1943,June,New South Wales,231,64914,Lightning,19,81,6
Australia,1943,August,Victoria,356,99158,Climate Change,38,22,22
Portugal,1943,October,Lisbon,398,68347,Climate Change,39,64,58
Portugal,1943,July,Porto,388,50170,Unknown,48,74,29
Italy,1943,July,Sicily,171,36749,Lightning,38,21,66
Italy,1943,October,Sardinia,73,18140,Climate Change,43,16,48
Russia,1943,July,Siberia,116,77822,Unknown,33,63,9
Russia,1943,August,Far East,307,3941,Climate Change,44,43,46
Canada,1943,May,British Columbia,170,4400,Deforestation,24,63,56
Canada,1943,August,Alberta,213,76916,Unknown,19,64,24
France,1943,October,Corsica,312,88813,Unknown,47,47,27
France,1943,June,Provence,308,50560,Deforestation,32,64,22
China,1943,October,Yunnan,391,41035,Human,16,70,43
China,1943,August,Sichuan,166,86669,Unknown,47,72,46
India,1943,August,Madhya Pradesh,335,59104,Lightning,19,93,50
India,1943,August,Assam,297,42245,Human,20,22,20
Turkey,1944,October,Mugla,44,28020,Unknown,49,46,66
Turkey,1944,September,Antalya,313,20202,Climate Change,38,32,63
Turkey,1944,July,Izmir,277,84296,Unknown,17,41,16
Spain,1944,July,Catalonia,436,69867,Climate Change,17,69,32
Spain,1944,May,Andalusia,122,49917,Human,48,13,63
USA,1944,July,California,17,95912,Human,27,5,48
USA,1944,August,Texas,232,4130,Unknown,24,32,7
USA,1944,July,Oregon,252,36591,Unknown,17,50,16
Brazil,1944,August,Amazonas,402,85715,Deforestation,17,90,20
Brazil,1944,July,Mato Grosso,464,33817,Climate Change,24,37,14
Greece,1944,July,Athens,439,92547,Deforestation,38,39,41
Greece,1944,October,Crete,113,57871,Lightning,49,72,34
Australia,1944,September,New South Wales,316,56327,Deforestation,33,47,13
Australia,1944,July,Victoria,74,11619,Unknown,41,45,26
Portugal,1944,June,Lisbon,263,69815,Unknown,37,52,68
Portugal,1944,June,Porto,476,72398,Unknown,25,31,22
Italy,1944,August,Sicily,244,33749,Climate Change,36,39,48
Italy,1944,October,Sardinia,416,48721,Lightning,45,64,38
Russia,1944,September,Siberia,18,31804,Deforestation,37,33,48
Russia,1944,October,Far East,119,72893,Unknown,33,31,16
Canada,1944,July,British Columbia,263,64365,Human,33,15,49
Canada,1944,September,Alberta,329,89507,Lightning,28,54,27
France,1944,September,Corsica,395,35298,Climate Change,18,52,18
France,1944,August,Provence,330,73651,Climate Change,24,40,30
China,1944,October,Yunnan,8,47247,Lightning,27,50,34
China,1944,September,Sichuan,468,21426,Human,19,74,68
India,1944,August,Madhya Pradesh,488,70660,Unknown,47,35,22
India,1944,July,Assam,479,35499,Climate Change,46,30,67
Turkey,1945,August,Mugla,282,628,Deforestation,18,41,39
Turkey,1945,July,Antalya,5,80892,Lightning,38,57,57
Turkey,1945,May,Izmir,12,22046,Climate Change,41,56,19
Spain,1945,July,Catalonia,346,8563,Lightning,19,86,4
Spain,1945,July,Andalusia,122,41652,Deforestation,21,54,15
USA,1945,October,California,492,27026,Human,41,33,58
USA,1945,September,Texas,393,90432,Unknown,20,6,44
USA,1945,August,Oregon,60,10304,Deforestation,39,13,4
Brazil,1945,June,Amazonas,180,35086,Deforestation,46,5,58
Brazil,1945,September,Mato Grosso,250,98547,Deforestation,25,94,56
Greece,1945,May,Athens,350,42648,Lightning,23,64,60
Greece,1945,August,Crete,154,27499,Lightning,41,43,26
Australia,1945,October,New South Wales,345,75387,Unknown,33,54,67
Australia,1945,October,Victoria,57,6147,Lightning,46,52,40
Portugal,1945,June,Lisbon,371,96459,Climate Change,26,12,27
Portugal,1945,August,Porto,47,3094,Deforestation,32,67,50
Italy,1945,July,Sicily,159,47706,Human,21,94,8
Italy,1945,July,Sardinia,497,55021,Lightning,21,89,54
Russia,1945,October,Siberia,105,8988,Deforestation,36,31,55
Russia,1945,May,Far East,8,99515,Deforestation,17,7,29
Canada,1945,May,British Columbia,419,86253,Human,36,25,54
Canada,1945,October,Alberta,464,98713,Human,34,53,8
France,1945,September,Corsica,52,42560,Climate Change,17,6,17
France,1945,October,Provence,362,81641,Climate Change,21,9,57
China,1945,June,Yunnan,387,9859,Human,27,34,26
China,1945,September,Sichuan,320,21150,Climate Change,42,62,21
India,1945,June,Madhya Pradesh,393,52021,Unknown,25,58,46
India,1945,October,Assam,297,66399,Lightning,28,52,24
Turkey,1946,October,Mugla,344,61842,Unknown,46,30,54
Turkey,1946,October,Antalya,184,59868,Unknown,22,44,23
Turkey,1946,July,Izmir,124,29024,Unknown,24,29,32
Spain,1946,September,Catalonia,223,3764,Human,45,94,22
Spain,1946,August,Andalusia,453,32999,Unknown,40,8,10
USA,1946,October,California,119,81296,Unknown,19,27,17
USA,1946,October,Texas,489,67243,Human,30,9,8
USA,1946,July,Oregon,69,34229,Climate Change,17,28,11
Brazil,1946,May,Amazonas,465,92051,Deforestation,37,85,17
Brazil,1946,September,Mato Grosso,300,35426,Unknown,38,73,46
Greece,1946,October,Athens,224,25694,Climate Change,16,43,22
Greece,1946,September,Crete,255,15001,Unknown,31,41,39
Australia,1946,October,New South Wales,438,48804,Deforestation,45,47,49
Australia,1946,June,Victoria,387,34612,Human,25,88,11
Portugal,1946,September,Lisbon,308,72244,Unknown,27,48,48
