Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude
Greece,1920,August,Athens,168,923.27,Unknown,32,0.54,42,"[1911, 1921)",37.9755648,23.7348324
Greece,1920,June,Crete,26,11.44,Unknown,43,0.58,18,"[1911, 1921)",35.3084952,24.4633423
Australia,1920,August,New South Wales,163,394.9,Human,16,0.52,15,"[1911, 1921)",-31.8759835,147.2869493
Australia,1920,July,Victoria,357,217.02,Lightning,34,0.06,42,"[1911, 1921)",-36.5986096,144.6780052
Portugal,1920,July,Lisbon,127,402.64,Lightning,30,0.08,13,"[1911, 1921)",38.7077507,-9.1365919
Portugal,1920,September,Porto,395,249.45,Unknown,49,0.09,33,"[1911, 1921)",41.1502195,-8.6103497
Italy,1920,June,Sicily,175,306.44,Climate Change,23,0.53,34,"[1911, 1921)",37.587794,14.155048
Italy,1920,August,Sardinia,104,591.25,Human,43,0.82,26,"[1911, 1921)",40.0912813,9.0305773
Russia,1920,October,Siberia,124,499.33,Climate Change,29,0.08,58,"[1911, 1921)",61.0137,99.1967
Russia,1920,May,Far East,176,607.46,Deforestation,28,0.07,63,"[1911, 1921)",63.3109,135
Canada,1920,June,British Columbia,324,261.28,Lightning,32,0.62,21,"[1911, 1921)",55.001251,-125.002441
Canada,1920,June,Alberta,116,932.44,Human,27,0.72,53,"[1911, 1921)",55.001251,-115.002136
France,1920,September,Corsica,12,295.83,Lightning,19,0.73,32,"[1911, 1921)",42.188098,9.0683139
France,1920,September,Provence,141,93.47,Human,17,0.34,30,"[1911, 1921)",44.0145,6.2116
China,1920,July,Yunnan,478,847.64,Climate Change,44,0.13,27,"[1911, 1921)",25.0453,102.7097
China,1920,June,Sichuan,66,620.54,Unknown,39,0.55,14,"[1911, 1921)",30.6509,104.0757
India,1920,August,Madhya Pradesh,167,761.86,Human,16,0.65,42,"[1911, 1921)",22.9734,78.6569
India,1920,August,Assam,68,819.99,Lightning,46,0.86,59,"[1911, 1921)",26.2006,92.9376
Turkey,1921,June,Mugla,304,8.67,Deforestation,39,0.38,31,"[1921, 1931)",37.2154,28.3634
Turkey,1921,October,Antalya,378,406.02,Deforestation,27,0.07,27,"[1921, 1931)",36.8969,30.7133
Turkey,1921,May,Izmir,130,650.19,Climate Change,20,0.47,61,"[1921, 1931)",38.4237,27.1428
Spain,1921,June,Catalonia,309,438.23,Human,16,0.15,19,"[1921, 1931)",41.5912,1.5209
Spain,1921,September,Andalusia,104,990.19,Unknown,36,0.57,60,"[1921, 1931)",37.5443,4.7278
USA,1921,October,California,118,825.1,Climate Change,44,0.12,58,"[1921, 1931)",36.7783,-118.755997
USA,1921,May,Texas,119,812.71,Human,33,0.09,28,"[1921, 1931)",31.9686,-98.5456116
USA,1921,June,Oregon,31,499.53,Deforestation,43,0.43,61,"[1921, 1931)",43.8041,-120.737257
Brazil,1921,May,Amazonas,293,246.3,Climate Change,33,0.2,24,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1921,June,Mato Grosso,356,374.87,Climate Change,42,0.73,50,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1921,June,Athens,137,358.9,Climate Change,42,0.37,24,"[1921, 1931)",37.9755648,23.7348324
Greece,1921,May,Crete,239,124.05,Lightning,44,0.3,17,"[1921, 1931)",35.3084952,24.4633423
Australia,1921,September,New South Wales,43,194.6,Lightning,15,0.42,3,"[1921, 1931)",-31.8759835,147.2869493
Australia,1921,May,Victoria,138,272.81,Lightning,38,0.22,28,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1921,May,Lisbon,76,133.75,Lightning,31,0.66,30,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1921,June,Porto,74,801.21,Lightning,26,0.18,23,"[1921, 1931)",41.1502195,-8.6103497
Italy,1921,July,Sicily,155,954.35,Lightning,39,0.17,11,"[1921, 1931)",37.587794,14.155048
Italy,1921,September,Sardinia,187,495.02,Human,29,0.56,3,"[1921, 1931)",40.0912813,9.0305773
Russia,1921,May,Siberia,273,740.53,Deforestation,48,0.39,4,"[1921, 1931)",61.0137,99.1967
Russia,1921,June,Far East,124,77.1,Human,33,0.71,6,"[1921, 1931)",63.3109,135
Canada,1921,July,British Columbia,143,329.88,Unknown,19,0.05,64,"[1921, 1931)",55.001251,-125.002441
Canada,1921,September,Alberta,214,577.76,Human,16,0.41,46,"[1921, 1931)",55.001251,-115.002136
France,1921,July,Corsica,410,332.23,Deforestation,43,0.39,16,"[1921, 1931)",42.188098,9.0683139
France,1921,August,Provence,355,477.57,Human,30,0.78,50,"[1921, 1931)",44.0145,6.2116
China,1921,July,Yunnan,262,504.9,Lightning,45,0.3,30,"[1921, 1931)",25.0453,102.7097
China,1921,July,Sichuan,338,776.67,Human,15,0.57,68,"[1921, 1931)",30.6509,104.0757
India,1921,October,Madhya Pradesh,350,286.61,Human,37,0.25,66,"[1921, 1931)",22.9734,78.6569
India,1921,September,Assam,287,403.97,Deforestation,20,0.48,29,"[1921, 1931)",26.2006,92.9376
Turkey,1922,September,Mugla,21,683.22,Deforestation,17,0.8,67,"[1921, 1931)",37.2154,28.3634
Turkey,1922,October,Antalya,218,351.3,Climate Change,23,0.89,12,"[1921, 1931)",36.8969,30.7133
Turkey,1922,September,Izmir,103,297.8,Lightning,38,0.35,34,"[1921, 1931)",38.4237,27.1428
Spain,1922,October,Catalonia,178,58.96,Deforestation,42,0.64,32,"[1921, 1931)",41.5912,1.5209
Spain,1922,July,Andalusia,347,299.25,Human,41,0.06,22,"[1921, 1931)",37.5443,4.7278
USA,1922,June,California,393,356.07,Climate Change,35,0.24,62,"[1921, 1931)",36.7783,-118.755997
USA,1922,October,Texas,152,758.61,Human,16,0.36,27,"[1921, 1931)",31.9686,-98.5456116
USA,1922,October,Oregon,173,874.62,Human,15,0.55,6,"[1921, 1931)",43.8041,-120.737257
Brazil,1922,September,Amazonas,407,778.07,Human,49,0.8,6,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1922,June,Mato Grosso,282,48.92,Deforestation,34,0.35,34,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1922,June,Athens,216,579.51,Lightning,26,0.81,40,"[1921, 1931)",37.9755648,23.7348324
Greece,1922,May,Crete,434,146.91,Unknown,23,0.91,51,"[1921, 1931)",35.3084952,24.4633423
Australia,1922,September,New South Wales,192,804.78,Lightning,29,0.4,64,"[1921, 1931)",-31.8759835,147.2869493
Australia,1922,September,Victoria,218,812.03,Human,24,0.28,50,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1922,June,Lisbon,267,292.87,Lightning,19,0.64,56,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1922,July,Porto,478,876.8,Climate Change,28,0.83,50,"[1921, 1931)",41.1502195,-8.6103497
Italy,1922,May,Sicily,157,899.76,Human,37,0.61,59,"[1921, 1931)",37.587794,14.155048
Italy,1922,October,Sardinia,97,637.45,Deforestation,27,0.86,24,"[1921, 1931)",40.0912813,9.0305773
Russia,1922,October,Siberia,242,561.96,Lightning,23,0.37,33,"[1921, 1931)",61.0137,99.1967
Russia,1922,September,Far East,442,799.88,Deforestation,41,0.74,35,"[1921, 1931)",63.3109,135
Canada,1922,August,British Columbia,413,407.43,Lightning,24,0.92,12,"[1921, 1931)",55.001251,-125.002441
Canada,1922,July,Alberta,404,238.69,Climate Change,44,0.84,8,"[1921, 1931)",55.001251,-115.002136
France,1922,July,Corsica,20,670.83,Unknown,49,0.25,51,"[1921, 1931)",42.188098,9.0683139
France,1922,July,Provence,232,236.35,Human,46,0.45,7,"[1921, 1931)",44.0145,6.2116
China,1922,July,Yunnan,408,980.44,Lightning,23,0.57,62,"[1921, 1931)",25.0453,102.7097
China,1922,October,Sichuan,263,922.15,Human,15,0.74,46,"[1921, 1931)",30.6509,104.0757
India,1922,June,Madhya Pradesh,435,108.02,Climate Change,40,0.18,55,"[1921, 1931)",22.9734,78.6569
India,1922,October,Assam,259,897.3,Deforestation,45,0.33,18,"[1921, 1931)",26.2006,92.9376
Turkey,1923,October,Mugla,236,36.13,Climate Change,41,0.29,60,"[1921, 1931)",37.2154,28.3634
Turkey,1923,August,Antalya,342,933.2,Lightning,23,0.68,21,"[1921, 1931)",36.8969,30.7133
Turkey,1923,October,Izmir,366,964.41,Deforestation,44,0.57,64,"[1921, 1931)",38.4237,27.1428
Spain,1923,July,Catalonia,291,446.27,Unknown,44,0.91,20,"[1921, 1931)",41.5912,1.5209
Spain,1923,August,Andalusia,19,291.86,Deforestation,29,0.33,27,"[1921, 1931)",37.5443,4.7278
USA,1923,August,California,134,534.31,Unknown,18,0.9,51,"[1921, 1931)",36.7783,-118.755997
USA,1923,October,Texas,283,329.26,Lightning,25,0.32,67,"[1921, 1931)",31.9686,-98.5456116
USA,1923,July,Oregon,140,752.64,Deforestation,32,0.59,51,"[1921, 1931)",43.8041,-120.737257
Brazil,1923,October,Amazonas,122,18.37,Deforestation,23,0.15,64,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1923,August,Mato Grosso,464,462.57,Unknown,25,0.43,26,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1923,September,Athens,398,115.34,Deforestation,36,0.25,61,"[1921, 1931)",37.9755648,23.7348324
Greece,1923,August,Crete,496,568.99,Lightning,37,0.17,5,"[1921, 1931)",35.3084952,24.4633423
Australia,1923,August,New South Wales,338,922.03,Human,49,0.25,59,"[1921, 1931)",-31.8759835,147.2869493
Australia,1923,June,Victoria,357,891.31,Deforestation,31,0.47,7,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1923,October,Lisbon,210,431.74,Unknown,26,0.7,3,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1923,September,Porto,341,187.53,Unknown,28,0.48,31,"[1921, 1931)",41.1502195,-8.6103497
Italy,1923,May,Sicily,420,441.13,Deforestation,38,0.1,28,"[1921, 1931)",37.587794,14.155048
Italy,1923,June,Sardinia,348,576.72,Lightning,29,0.79,25,"[1921, 1931)",40.0912813,9.0305773
Russia,1923,May,Siberia,278,6.55,Unknown,42,0.75,24,"[1921, 1931)",61.0137,99.1967
Russia,1923,September,Far East,166,593.74,Lightning,49,0.46,29,"[1921, 1931)",63.3109,135
Canada,1923,July,British Columbia,214,74.73,Lightning,42,0.28,9,"[1921, 1931)",55.001251,-125.002441
Canada,1923,June,Alberta,122,393.2,Unknown,41,0.09,50,"[1921, 1931)",55.001251,-115.002136
France,1923,June,Corsica,290,966.83,Lightning,48,0.11,41,"[1921, 1931)",42.188098,9.0683139
France,1923,August,Provence,427,975.69,Unknown,28,0.57,5,"[1921, 1931)",44.0145,6.2116
China,1923,June,Yunnan,470,506.39,Human,21,0.32,68,"[1921, 1931)",25.0453,102.7097
China,1923,August,Sichuan,227,598.58,Lightning,34,0.87,12,"[1921, 1931)",30.6509,104.0757
India,1923,July,Madhya Pradesh,475,930.34,Climate Change,21,0.38,20,"[1921, 1931)",22.9734,78.6569
India,1923,June,Assam,13,585.08,Climate Change,39,0.82,26,"[1921, 1931)",26.2006,92.9376
Turkey,1924,July,Mugla,43,588.03,Deforestation,24,0.67,69,"[1921, 1931)",37.2154,28.3634
Turkey,1924,July,Antalya,151,633.3,Unknown,35,0.82,34,"[1921, 1931)",36.8969,30.7133
Turkey,1924,June,Izmir,343,224.01,Deforestation,32,0.79,49,"[1921, 1931)",38.4237,27.1428
Spain,1924,June,Catalonia,208,285.69,Deforestation,43,0.06,3,"[1921, 1931)",41.5912,1.5209
Spain,1924,September,Andalusia,229,663.73,Unknown,22,0.64,7,"[1921, 1931)",37.5443,4.7278
USA,1924,August,California,131,122.78,Deforestation,15,0.37,41,"[1921, 1931)",36.7783,-118.755997
USA,1924,September,Texas,277,767.69,Human,48,0.13,36,"[1921, 1931)",31.9686,-98.5456116
USA,1924,June,Oregon,203,241.14,Climate Change,34,0.29,68,"[1921, 1931)",43.8041,-120.737257
Brazil,1924,August,Amazonas,194,246.02,Lightning,36,0.15,49,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1924,July,Mato Grosso,167,702.92,Climate Change,41,0.44,35,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1924,August,Athens,387,556.68,Human,30,0.13,34,"[1921, 1931)",37.9755648,23.7348324
Greece,1924,August,Crete,117,332.72,Lightning,35,0.73,11,"[1921, 1931)",35.3084952,24.4633423
Australia,1924,October,New South Wales,252,862.3,Human,27,0.69,21,"[1921, 1931)",-31.8759835,147.2869493
Australia,1924,May,Victoria,243,966.57,Lightning,23,0.71,12,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1924,August,Lisbon,398,255.96,Human,39,0.15,63,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1924,October,Porto,168,364.9,Climate Change,40,0.82,57,"[1921, 1931)",41.1502195,-8.6103497
Italy,1924,May,Sicily,60,808.71,Climate Change,44,0.16,36,"[1921, 1931)",37.587794,14.155048
Italy,1924,September,Sardinia,184,56.34,Deforestation,37,0.72,53,"[1921, 1931)",40.0912813,9.0305773
Russia,1924,October,Siberia,481,814.35,Human,43,0.68,13,"[1921, 1931)",61.0137,99.1967
Russia,1924,July,Far East,59,272.97,Lightning,23,0.81,56,"[1921, 1931)",63.3109,135
Canada,1924,August,British Columbia,349,568.47,Human,16,0.17,32,"[1921, 1931)",55.001251,-125.002441
Canada,1924,September,Alberta,118,945.91,Unknown,41,0.19,34,"[1921, 1931)",55.001251,-115.002136
France,1924,August,Corsica,174,463.19,Climate Change,23,0.27,15,"[1921, 1931)",42.188098,9.0683139
France,1924,July,Provence,157,833.76,Climate Change,45,0.58,6,"[1921, 1931)",44.0145,6.2116
China,1924,September,Yunnan,160,690.06,Human,49,0.51,39,"[1921, 1931)",25.0453,102.7097
China,1924,July,Sichuan,66,913.44,Climate Change,36,0.12,53,"[1921, 1931)",30.6509,104.0757
India,1924,July,Madhya Pradesh,293,471.85,Human,26,0.31,9,"[1921, 1931)",22.9734,78.6569
India,1924,August,Assam,366,240.32,Human,43,0.24,17,"[1921, 1931)",26.2006,92.9376
Turkey,1925,May,Mugla,212,815.26,Climate Change,43,0.94,32,"[1921, 1931)",37.2154,28.3634
Turkey,1925,August,Antalya,448,198.87,Human,29,0.77,40,"[1921, 1931)",36.8969,30.7133
Turkey,1925,June,Izmir,180,470.36,Lightning,29,0.1,44,"[1921, 1931)",38.4237,27.1428
Spain,1925,August,Catalonia,167,494.77,Human,19,0.86,17,"[1921, 1931)",41.5912,1.5209
Spain,1925,May,Andalusia,100,296.65,Lightning,36,0.35,11,"[1921, 1931)",37.5443,4.7278
USA,1925,May,California,336,98.16,Unknown,20,0.24,6,"[1921, 1931)",36.7783,-118.755997
USA,1925,May,Texas,318,366.38,Climate Change,30,0.58,47,"[1921, 1931)",31.9686,-98.5456116
USA,1925,October,Oregon,196,917.55,Deforestation,34,0.55,40,"[1921, 1931)",43.8041,-120.737257
Brazil,1925,September,Amazonas,182,739.89,Deforestation,47,0.35,55,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1925,August,Mato Grosso,38,105.81,Lightning,37,0.5,57,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1925,October,Athens,477,110.4,Deforestation,34,0.38,45,"[1921, 1931)",37.9755648,23.7348324
Greece,1925,August,Crete,162,746.54,Lightning,49,0.88,19,"[1921, 1931)",35.3084952,24.4633423
Australia,1925,September,New South Wales,112,474.22,Deforestation,37,0.36,11,"[1921, 1931)",-31.8759835,147.2869493
Australia,1925,July,Victoria,362,173.21,Deforestation,48,0.21,55,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1925,August,Lisbon,217,864.38,Lightning,33,0.51,7,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1925,June,Porto,184,133.31,Deforestation,26,0.14,56,"[1921, 1931)",41.1502195,-8.6103497
Italy,1925,May,Sicily,53,775.75,Climate Change,38,0.59,26,"[1921, 1931)",37.587794,14.155048
Italy,1925,June,Sardinia,213,273.28,Human,21,0.28,12,"[1921, 1931)",40.0912813,9.0305773
Russia,1925,May,Siberia,16,574.78,Unknown,42,0.61,14,"[1921, 1931)",61.0137,99.1967
Russia,1925,July,Far East,494,515.28,Human,26,0.38,32,"[1921, 1931)",63.3109,135
Canada,1925,September,British Columbia,132,79.69,Climate Change,45,0.06,16,"[1921, 1931)",55.001251,-125.002441
Canada,1925,May,Alberta,79,262.45,Unknown,25,0.33,67,"[1921, 1931)",55.001251,-115.002136
France,1925,September,Corsica,20,425.06,Climate Change,31,0.25,45,"[1921, 1931)",42.188098,9.0683139
France,1925,August,Provence,23,51.62,Climate Change,16,0.45,62,"[1921, 1931)",44.0145,6.2116
China,1925,June,Yunnan,75,990.18,Deforestation,20,0.33,67,"[1921, 1931)",25.0453,102.7097
China,1925,July,Sichuan,328,178.33,Human,42,0.34,26,"[1921, 1931)",30.6509,104.0757
India,1925,May,Madhya Pradesh,131,412.52,Deforestation,20,0.22,11,"[1921, 1931)",22.9734,78.6569
India,1925,August,Assam,143,465.12,Climate Change,34,0.69,53,"[1921, 1931)",26.2006,92.9376
Turkey,1926,July,Mugla,470,738.04,Deforestation,31,0.59,37,"[1921, 1931)",37.2154,28.3634
Turkey,1926,September,Antalya,414,377.84,Human,36,0.29,3,"[1921, 1931)",36.8969,30.7133
Turkey,1926,October,Izmir,393,940.55,Unknown,20,0.25,27,"[1921, 1931)",38.4237,27.1428
Spain,1926,August,Catalonia,165,802.41,Unknown,31,0.25,47,"[1921, 1931)",41.5912,1.5209
Spain,1926,October,Andalusia,276,457.87,Unknown,43,0.12,4,"[1921, 1931)",37.5443,4.7278
USA,1926,May,California,279,475.56,Lightning,29,0.9,23,"[1921, 1931)",36.7783,-118.755997
USA,1926,October,Texas,117,649,Climate Change,40,0.81,28,"[1921, 1931)",31.9686,-98.5456116
USA,1926,May,Oregon,388,900.22,Deforestation,44,0.52,64,"[1921, 1931)",43.8041,-120.737257
Brazil,1926,October,Amazonas,16,627.19,Unknown,43,0.47,18,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1926,May,Mato Grosso,345,820.76,Unknown,25,0.61,44,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1926,July,Athens,190,269.72,Climate Change,20,0.69,7,"[1921, 1931)",37.9755648,23.7348324
Greece,1926,June,Crete,26,214.52,Human,29,0.94,52,"[1921, 1931)",35.3084952,24.4633423
Australia,1926,October,New South Wales,257,543.13,Deforestation,15,0.64,47,"[1921, 1931)",-31.8759835,147.2869493
Australia,1926,August,Victoria,446,28.63,Deforestation,26,0.46,40,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1926,July,Lisbon,296,16.87,Human,27,0.22,42,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1926,June,Porto,188,714.19,Human,45,0.59,11,"[1921, 1931)",41.1502195,-8.6103497
Italy,1926,August,Sicily,390,361.69,Deforestation,45,0.74,68,"[1921, 1931)",37.587794,14.155048
Italy,1926,July,Sardinia,275,795.68,Unknown,42,0.14,39,"[1921, 1931)",40.0912813,9.0305773
Russia,1926,May,Siberia,54,113.49,Lightning,32,0.92,3,"[1921, 1931)",61.0137,99.1967
Russia,1926,August,Far East,486,79.33,Lightning,19,0.15,66,"[1921, 1931)",63.3109,135
Canada,1926,June,British Columbia,380,868.84,Deforestation,16,0.89,21,"[1921, 1931)",55.001251,-125.002441
Canada,1926,September,Alberta,475,22.96,Unknown,26,0.26,21,"[1921, 1931)",55.001251,-115.002136
France,1926,June,Corsica,133,341.77,Human,38,0.18,37,"[1921, 1931)",42.188098,9.0683139
France,1926,September,Provence,207,902.35,Unknown,45,0.59,25,"[1921, 1931)",44.0145,6.2116
China,1926,September,Yunnan,156,294.77,Human,25,0.55,36,"[1921, 1931)",25.0453,102.7097
China,1926,July,Sichuan,33,402,Human,42,0.33,44,"[1921, 1931)",30.6509,104.0757
India,1926,July,Madhya Pradesh,142,33.58,Lightning,28,0.8,48,"[1921, 1931)",22.9734,78.6569
India,1926,June,Assam,354,158.75,Lightning,46,0.3,2,"[1921, 1931)",26.2006,92.9376
Turkey,1927,September,Mugla,126,329.73,Lightning,31,0.34,53,"[1921, 1931)",37.2154,28.3634
Turkey,1927,July,Antalya,397,159.93,Lightning,15,0.77,54,"[1921, 1931)",36.8969,30.7133
Turkey,1927,July,Izmir,360,617.07,Climate Change,18,0.13,23,"[1921, 1931)",38.4237,27.1428
Spain,1927,June,Catalonia,208,828.93,Deforestation,23,0.1,49,"[1921, 1931)",41.5912,1.5209
Spain,1927,October,Andalusia,243,932.9,Climate Change,30,0.05,38,"[1921, 1931)",37.5443,4.7278
USA,1927,July,California,169,32.96,Human,40,0.9,63,"[1921, 1931)",36.7783,-118.755997
USA,1927,September,Texas,385,283.25,Unknown,32,0.78,25,"[1921, 1931)",31.9686,-98.5456116
USA,1927,August,Oregon,41,775,Climate Change,32,0.92,67,"[1921, 1931)",43.8041,-120.737257
Brazil,1927,May,Amazonas,62,998.94,Human,42,0.39,11,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1927,May,Mato Grosso,46,129.84,Human,29,0.61,23,"[1921, 1931)",-12.2115009,-55.5716547
Greece,1927,May,Athens,219,52.9,Unknown,39,0.1,35,"[1921, 1931)",37.9755648,23.7348324
Greece,1927,May,Crete,64,726.72,Human,47,0.55,61,"[1921, 1931)",35.3084952,24.4633423
Australia,1927,October,New South Wales,297,809.65,Human,43,0.62,15,"[1921, 1931)",-31.8759835,147.2869493
Australia,1927,August,Victoria,424,602.48,Lightning,35,0.32,69,"[1921, 1931)",-36.5986096,144.6780052
Portugal,1927,October,Lisbon,212,458.71,Deforestation,43,0.86,11,"[1921, 1931)",38.7077507,-9.1365919
Portugal,1927,June,Porto,171,184.85,Human,35,0.69,16,"[1921, 1931)",41.1502195,-8.6103497
Italy,1927,August,Sicily,192,976.96,Unknown,24,0.91,35,"[1921, 1931)",37.587794,14.155048
Italy,1927,August,Sardinia,114,579.88,Lightning,24,0.58,66,"[1921, 1931)",40.0912813,9.0305773
Russia,1927,September,Siberia,5,135.44,Human,42,0.27,18,"[1921, 1931)",61.0137,99.1967
Russia,1927,May,Far East,358,30.56,Deforestation,42,0.46,62,"[1921, 1931)",63.3109,135
Canada,1927,July,British Columbia,324,398.1,Human,23,0.14,9,"[1921, 1931)",55.001251,-125.002441
Canada,1927,September,Alberta,209,65.58,Lightning,19,0.74,31,"[1921, 1931)",55.001251,-115.002136
France,1927,May,Corsica,463,523.43,Human,16,0.41,2,"[1921, 1931)",42.188098,9.0683139
France,1927,August,Provence,360,380.41,Lightning,39,0.07,10,"[1921, 1931)",44.0145,6.2116
China,1927,October,Yunnan,219,527.83,Lightning,48,0.47,23,"[1921, 1931)",25.0453,102.7097
China,1927,October,Sichuan,246,360.69,Lightning,46,0.2,2,"[1921, 1931)",30.6509,104.0757
India,1927,September,Madhya Pradesh,76,362.45,Climate Change,29,0.57,45,"[1921, 1931)",22.9734,78.6569
India,1927,June,Assam,50,465.04,Lightning,33,0.42,12,"[1921, 1931)",26.2006,92.9376
Turkey,1928,September,Mugla,303,198.31,Unknown,35,0.86,58,"[1921, 1931)",37.2154,28.3634
Turkey,1928,June,Antalya,334,96.69,Lightning,44,0.77,32,"[1921, 1931)",36.8969,30.7133
Turkey,1928,June,Izmir,251,77.12,Climate Change,20,0.82,69,"[1921, 1931)",38.4237,27.1428
Spain,1928,June,Catalonia,115,101.95,Human,33,0.55,64,"[1921, 1931)",41.5912,1.5209
Spain,1928,September,Andalusia,335,205.31,Human,25,0.75,27,"[1921, 1931)",37.5443,4.7278
USA,1928,October,California,349,129.18,Lightning,37,0.51,14,"[1921, 1931)",36.7783,-118.755997
USA,1928,May,Texas,326,100.21,Human,42,0.81,36,"[1921, 1931)",31.9686,-98.5456116
USA,1928,May,Oregon,465,848.66,Climate Change,46,0.58,60,"[1921, 1931)",43.8041,-120.737257
Brazil,1928,May,Amazonas,116,136.41,Lightning,42,0.41,66,"[1921, 1931)",-3.0967614,-65.8561
Brazil,1928,May,Mato Grosso,334,25.86,Unknown,49,0.14,48,"[1921, 1931)",-12.2115009,-55.5716547
